CommentId,Comment Link,CommentScore,CommenterId,PostId,Post Link,Text,Title,PostTypeId,PostCreationDate,CommentCreationDate,CommenterRep,PosterRep
"84203307","84203307","2","8155","48603300","48603300","https://stackoverflow.com/a/468142/8155","Is there a SQL WHERE IN statement with AND logic?","1","2018-02-03 23:51:01","2018-02-03 23:54:20","84007","766"
"84176367","84176367","0","8446","48576300","48576300","Where is `m_font` initialized?","LNK2019	unresolved external symbol _D3DXCreateFontA@48","1","2018-02-02 05:36:08","2018-02-02 19:30:05","53504","1"
"84263866","84263866","0","10224","48632850","48632850","@BobWakefield The precision is the total number of digits, including both left and right of the decimal. Scale is how far to shift the decimal from the end. In other words, something like (10,2) means 10 total digits, 2 of which are to the right of the decimal. This leaves a maximum of 8 to the left.","With TSQL, how do I convert a highly precise value to numeric?","1","2018-02-05 22:57:17","2018-02-05 23:56:03","4574","448"
"84263899","84263899","0","10224","48632850","48632850","@BobWakefield For even more fun, wait until you use simple operators or aggregates on it. https://docs.microsoft.com/en-us/sql/t-sql/data-types/precision-scale-and-length-transact-sql","With TSQL, how do I convert a highly precise value to numeric?","1","2018-02-05 22:57:17","2018-02-05 23:57:46","4574","448"
"84232210","84232210","0","10431","48617850","48617850","you say 'server',  what's your client?","How can servet get any unique ID from a client computer?","1","2018-02-05 07:44:25","2018-02-05 07:47:02","32799","1"
"84711624","84711624","0","11654","48852300","48852300","Whatever tool you're using does not handle Unicode correctly.","Add currency symbol in returned column in SQLite","1","2018-02-18 13:39:35","2018-02-18 16:49:04","128875","84"
"84836905","84836905","1","12943","48890400","48890400","@maaartinus I agree, if you have a limited resource then a closable is really the only way--you must control it's usage by code.  If there is simply a class that needs a little cleanup though, this would probably work fine.  Although I think it would pick up most dropped objects almost instantly, your point is that you can't rely on it if you NEED them recovered immediately--in that case closable is probably the only way to go.","","2","2018-02-20 16:56:52","2018-02-21 20:52:34","51423","51423"
"84787843","84787843","0","12943","48890400","48890400","@ChristopheRoussy it's very difficult to do at a ""Java"" level (For the language creators), but I thought your original question was why can't it be done by the coder?  It can.  You can wrap any library you want to use this way, you are not at the mercy of any language or library author, this doesn't need any additional support, you just code it up yourself for your application.  Isn't that what you were asking for?","","2","2018-02-20 16:56:52","2018-02-20 17:46:53","51423","51423"
"84788034","84788034","0","12943","48890400","48890400","Also any library author COULD implement their library this way but, as I said, it's a lot of work when you could just implement Closable and let the coder take care of it for you.","","2","2018-02-20 16:56:52","2018-02-20 17:51:54","51423","51423"
"84882471","84882471","0","13302","48937500","48937500","You get that instance name **only** when you install SQL Server **LocalDB** (a developer-oriented special version of SQL Server Express). You **cannot** get the Developer edition to use said instance name","How do I name SQL Server (localdb)\msSqlLocalDB?","1","2018-02-22 21:29:05","2018-02-22 21:47:10","546216","1091"
"84197629","84197629","0","13302","48600450","48600450","[SQL Injection alert](http://msdn.microsoft.com/en-us/library/ms161953%28v=sql.105%29.aspx) - you should **not** concatenate together your SQL statements - use **parametrized queries** instead to avoid SQL injection - check out [Little Bobby Tables](https://xkcd.com/327/)","can't read int value from sql database","1","2018-02-03 18:12:44","2018-02-03 18:17:03","546216","24"
"84197648","84197648","0","13302","48600450","48600450","Are you ***200%*** sure that the *first column* from your `SELECT *` is really your `id` ?? If you really only need the `Id` - then why use `SELECT *` at all - use `SELECT id FROM ....`  and then you can use the `.ExecuteScalar()` function to get the one value you're interested in !","can't read int value from sql database","1","2018-02-03 18:12:44","2018-02-03 18:18:18","546216","24"
"84619392","84619392","0","13860","48807900","48807900","@Peter: good point, updated","","2","2018-02-15 12:58:47","2018-02-15 13:19:31","32842","32842"
"84621488","84621488","0","13860","48807900","48807900","The Factory pattern rarely makes sense in Go. Do you have an example of a use case that isn't met with a simple constructor method?","","2","2018-02-15 12:58:47","2018-02-15 14:06:53","32842","32842"
"84201135","84201135","1","14104","48602250","48602250","FYI `Ebay` !== `ebay`, case matters.  Ans strings do not have styles so `text.style = ""background-color:"" + Favoritecolor;` is not going to do anything. Finally `text` is never declared so the `text += ....` line will throw an error. You really need to look t your error console when you code!","How do I use the InnerHTML to output the data?","1","2018-02-03 21:30:11","2018-02-03 21:37:14","144659","19"
"84201157","84201157","1","14104","48602250","48602250","We are missing one part of the code. How is registrationform called?","How do I use the InnerHTML to output the data?","1","2018-02-03 21:30:11","2018-02-03 21:38:22","144659","19"
"84375876","84375876","0","14104","48688950","48688950","Why don't you actually select the checkboxes?","Get checked checkboxes inside an element","1","2018-02-08 15:22:47","2018-02-08 15:24:31","144659","119"
"84785800","84785800","0","14104","48890250","48890250","because it is asynchronous. It is like ordering a delivery pizza, outside of it, you made the call and you try to eat it.","Recalling Variable Issue (involving geolocation)","1","2018-02-20 16:48:53","2018-02-20 16:51:03","144659","48"
"84758193","84758193","0","14104","48877050","48877050","Well I would remove the tag, but someone made a useless edit so....","Java: Sorting an array from least to greatest","1","2018-02-20 02:37:24","2018-02-20 02:41:14","144659","6"
"84758174","84758174","2","14104","48877050","48877050","First thing to learn Java and JavaScript have nothing to do with each other.","Java: Sorting an array from least to greatest","1","2018-02-20 02:37:24","2018-02-20 02:39:53","144659","6"
"84988070","84988070","0","14104","48991350","48991350","https://developer.mozilla.org/en-US/docs/Web/API/HTMLTemplateElement/content#Browser_compatibility","IE11 document fragment","1","2018-02-26 14:59:40","2018-02-26 15:18:30","144659","49"
"84988310","84988310","0","14104","48991350","48991350","https://stackoverflow.com/questions/22222950/html5-template-not-working-on-internet-explorer-how-to-solve-it","IE11 document fragment","1","2018-02-26 14:59:40","2018-02-26 15:24:58","144659","49"
"84716740","84716740","0","14122","48848850","48848850","*nod* -- so you're trading off against space for time; pending analysis of how the constant factors differ based on implementation choices, that might often come out well. I will note that it's often possible to sort a dataset *once*, and then reuse it -- in my real-world use cases for `comm`, I'm often comparing one large fixed dataset (which I sorted once, at creation time) against a smaller dynamic one (which is relatively cheap to sort at time-of-use). Under those circumstances, loading both sets into RAM would definitely be a step back.","","2","2018-02-18 05:43:58","2018-02-18 21:10:44","157583","4606"
"84709964","84709964","0","14122","48848850","48848850","I'm curious about how some of the algorithmic challenges are handled. `comm` can operate in constant memory and O(n) time if inputs are pre-sorted, or when coupled with GNU `sort` can do parallel merge sorts backed by temporary files on-disk to be able to operate on contents larger than fit in RAM, without depending on virtual memory / swap space being available. Would you mind expanding a bit on how your tool fares in the same circumstances?","","2","2018-02-18 05:43:58","2018-02-18 15:24:51","157583","4606"
"84384303","84384303","0","14122","48692850","48692850","@Ohunter, ...possible? Sure. The right tool for the job? Not at all. Think about what happens if you're searching for a username with a period in it -- now you need to make sure grep looks only for a period instead of treating it as a wildcard, which is exactly what it'll do out-of-the-box when not put into fixed / non-regex mode.","","2","2018-02-08 18:56:10","2018-02-08 19:05:48","157583","65063"
"84497760","84497760","0","14122","48733200","48733200","@tripleee, ...if you wanted to edit this question such that it's no longer titled as being principally about bash but is explicitly asking a question about best practices in helping a Python program find its install location (or whatever), I'd agree that it would no longer be duplicate. That said, I've reread the question and still don't see how the OP is ""explicitly rejecting"" `$BASH_SOURCE` -- they're explicitly rejecting `$PWD`, which is correct, because if you want the source file's location, the shell's current working directory isn't going to give a correct result.","bash shell store path to current file as variable?","1","2018-02-11 15:37:12","2018-02-12 14:37:22","157583","132"
"84497853","84497853","0","14122","48733200","48733200","@tripleee, ...as it is, though, the question *asked in the title* is a duplicate, and if what they want to do is set environment variables relative to the location of a `environment_variables` file that's sourced from their dotfiles on login (a reading of the body text that coincides with the plain language of that title), that's clearly a duplicate as well.","bash shell store path to current file as variable?","1","2018-02-11 15:37:12","2018-02-12 14:39:53","157583","132"
"84500547","84500547","0","14122","48733200","48733200","@tripleee, I didn't mean to refer to any duplicate other than the currently-linked one; yes, its accepted answer is calling `pwd`, but it does so in a subshell after `cd ""$(dirname ""${BASH_SOURCE[0]}"")""`, making the output different from the case where the OP indicates that `$PWD` doesn't work for them.","bash shell store path to current file as variable?","1","2018-02-11 15:37:12","2018-02-12 15:40:07","157583","132"
"84479221","84479221","1","14122","48733200","48733200","@WilliamGrimes, if you want to find the path to a source file, that's what `$BASH_SOURCE` is for. We have *lots* of preexisting questions that cover that ground; ie. [getting the source directory of a bash script from within](https://stackoverflow.com/questions/59895/getting-the-source-directory-of-a-bash-script-from-within). Also see [BashFAQ #28](https://mywiki.wooledge.org/BashFAQ/028).","bash shell store path to current file as variable?","1","2018-02-11 15:37:12","2018-02-12 05:03:04","157583","132"
"84678358","84678358","0","14357","48836700","48836700","There was no indication of type in your code, but yes, I imagine some converting to `int` might be necessary.","","2","2018-02-17 00:22:13","2018-02-17 00:37:11","83010","83010"
"84678412","84678412","1","14357","48836700","48836700","Effectively yes... `for(var x=0;x<end;++x){}` is the ""linear"" equivalent to `Parallel.For(0,end,parallelOptions,x=>{})`. The body of both loops will see the same values of `x` (but not necessarily in the same order, due to parallel execution)","","2","2018-02-17 00:22:13","2018-02-17 00:41:37","83010","83010"
"84678449","84678449","0","14357","48836700","48836700","So, in the example above, the loop body will run with a value of x ranging from 0 (incl) to numSteps (excl).","","2","2018-02-17 00:22:13","2018-02-17 00:44:22","83010","83010"
"84603223","84603223","1","14860","48799800","48799800","""It shows how important logic is rather than just writing lines"" - one of the wisest statements I've ever heard :-)","Median of three values","1","2018-02-15 04:05:25","2018-02-15 05:07:24","598472","24"
"84243448","84243448","2","14860","48623400","48623400","Yes, it *does* work like it should. What it *doesn't* work like is apparently the way you *think* it should work. `strtok` doesn't return null if it can't find the token in a non-zero-length string, it returns the string itself.","strtok don't return nullptr","1","2018-02-05 13:12:13","2018-02-05 13:17:51","598472","3"
"84473829","84473829","2","15168","48737100","48737100","Because you don't make a copy of the data put into the list, and you keep passing a pointer to the same structure to be stored.  Remember your [other question](https://stackoverflow.com/questions/48735436/) — remember I pointed out that one solution there was to make a copy of the data for storage in the list.  This is the sort of reason why that's necessary.","Why does adding a new value to a linked list overwrite the existing content?","1","2018-02-11 22:20:51","2018-02-11 22:28:00","535571","26"
"84375297","84375297","2","15416","48688650","48688650","There might be quite a few misunderstandings here, and it's hard to say where they all originated. First and foremost, C is a portable language. There are C compilers for multiple Operating Systems, and they all work differently behind the scenes. So you can't make assumptions on how the (operating) system works. That said, `read` and `write`  are NOT C functions. they're OS functions.","Do read and write C system calls use buffers?","1","2018-02-08 15:08:04","2018-02-08 15:11:30","128352","185"
"84830684","84830684","4","15498","48912150","48912150","Any SQL Server trigger that fails to use `inserted` or `deleted` is probably broken (as yours is). Even once you start using them, any trigger that assumes that they contain exactly one row (instead of 0, 1 or multiple rows) is also broken. Triggers should be *set* based, not working with scalar variables.","SQL Server : AFTER UPDATE enter before column name","1","2018-02-21 17:35:17","2018-02-21 17:39:26","178254","159"
"84830901","84830901","1","15498","48912150","48912150","@JacobH - unfortunately, a) the triggers tag isn't specific to SQL and b) even if it was, other database products do offer per-row triggers.  It would be nice if there was a ""you've applied this combination of tags, have you considered this?"" set of content, but who should decide how that works. (Here, the combination of sql-server and triggers should trigger that content)","SQL Server : AFTER UPDATE enter before column name","1","2018-02-21 17:35:17","2018-02-21 17:45:25","178254","159"
"84388456","84388456","4","16007","48694950","48694950","assemblers dont optimize. not gnu at least.","ARM assembly - simple blinker program refuses to execute part of the code","1","2018-02-08 21:18:03","2018-02-08 21:19:15","45954","156"
"84388512","84388512","0","16007","48694950","48694950","have you enabled the clocks to the gpio?  try only one of these without a loop, just turn on. then make a version that just turns off.  try each separately (ideally without the debugger).  If you cant force it on and stay on and cant force it off and stay off then you cant blink, you may be seeing it on for other reasons than you think.","ARM assembly - simple blinker program refuses to execute part of the code","1","2018-02-08 21:18:03","2018-02-08 21:21:05","45954","156"
"84416312","84416312","1","16007","48694950","48694950","what did your disassembly show with and without comments?  did it match your code (at least somewhat your ldr =0x... result in either a mov or a pc relative load with pool data.","ARM assembly - simple blinker program refuses to execute part of the code","1","2018-02-08 21:18:03","2018-02-09 15:11:59","45954","156"
"84990379","84990379","0","16287","48992550","48992550","You are surely getting _error messages_ if you try to compile this code.  Are you asking what those error messages mean?","what is the difference between char('a'+1) and 'a' + 1 and static_cast<int>(i)?","1","2018-02-26 16:10:42","2018-02-26 16:18:40","39789","12"
"84582721","84582721","0","17034","48789300","48789300","You correctly modified the ReadFile declaration.  So you don't need a GCHandle anymore either, the pinvoke marshaller already pins the array.","","2","2018-02-14 14:14:16","2018-02-14 15:11:53","759992","1"
"84193614","84193614","2","17034","48595350","48595350","TextBox is the old man in the toolbox, it existed long, long before .NET or Graphics.DrawString() became available.  It celebrated its 30th birthday last December.  You must use TextRenderer.DrawText() with TextFormatFlags.TextBoxControl to get an exact match.","DrawString and TextBox same rendering","1","2018-02-03 08:16:18","2018-02-03 14:45:48","759992","1297"
"84714512","84714512","0","20047","48855300","48855300","@HenkHolterman, this is code related to VS extensibility.","No Exists method so I want to use AsQueryable for defensive programming","1","2018-02-18 18:45:08","2018-02-18 19:11:33","18899","4544"
"84714540","84714540","1","20047","48855300","48855300","@SMeaden, you should not even need IQueryable. IEnumerable should do just fine to use the Linq to Objects 'Where' method.","No Exists method so I want to use AsQueryable for defensive programming","1","2018-02-18 18:45:08","2018-02-18 19:12:28","18899","4544"
"84467314","84467314","1","20862","48733800","48733800","Why not just loop until `NF`?","Use awk to print $0 using the same format for all columns","1","2018-02-11 16:37:55","2018-02-11 17:07:17","549041","94"
"84477793","84477793","0","20862","48739050","48739050","You still need to follow your shell's conventions when running software.","Unable to run python script from command line using ./<scriptname>","1","2018-02-12 03:12:07","2018-02-12 03:16:21","549041","21"
"84754716","84754716","0","22437","48874350","48874350","Have only one thread perform the reading and writing, all other threads submit requests to that thread via a service or message queue.","Atomic update to file with many concurrent readers?","1","2018-02-19 21:21:14","2018-02-19 22:51:30","17235","2913"
"84496599","84496599","2","23528","48748350","48748350","use a `viewmodel`","Easiest way to bind property from view1 to view2","1","2018-02-12 14:06:25","2018-02-12 14:07:58","142634","5"
"84797437","84797437","0","26516","48895800","48895800","Date/Time math can get pretty ugly, especially in a situation like this. How are you defining a ""day""? For example, if on the odd chance, someone clocks in at 1:00 AM on Feb 5, and clocks out at 9:00 AM on Feb 5. Then later clocks in at 12:00 PM on Feb 5 and clocks out at 8:00 PM on Feb 5. How many days is that? Is that even valid? Is it a single day with over time, or two shifts?","Distinct days using LINQ","1","2018-02-20 23:21:07","2018-02-20 23:25:33","1930","4989"
"84797480","84797480","0","26516","48895800","48895800","@Sam Check out the link in my answer, then.","Distinct days using LINQ","1","2018-02-20 23:21:07","2018-02-20 23:28:20","1930","4989"
"84631865","84631865","0","26833","48812700","48812700","Also TDataSet has a CopyFields method.","Delphi - Duplicating Data between data sources","1","2018-02-15 17:08:42","2018-02-15 18:37:25","33110","1368"
"84629458","84629458","0","26833","48812700","48812700","Would you consider using FireDAC? It has a CopyDataSet method to do exactly that (and a bit more).","Delphi - Duplicating Data between data sources","1","2018-02-15 17:08:42","2018-02-15 17:25:41","33110","1368"
"84415881","84415881","0","27535","48708000","48708000","Add a semi-colon","","2","2018-02-09 14:26:43","2018-02-09 15:00:15","325907","325907"
"84417503","84417503","0","27535","48708000","48708000","@a_horse_with_no_name: oops, copy paste fail","","2","2018-02-09 14:26:43","2018-02-09 15:42:52","325907","325907"
"84168389","84168389","0","29680","48569700","48569700","If you look carefully at the SQL, its is people.*, addresses.*, but rails splats out all the column names with aliases (t0_r0 for first table, first column, t0_r1 for first table, second column, etc).    Using select people.*, addresses.* means you can end up with duplicate column names in the result set (created_at for instance).   Using explicit column aliases is more reliable.  I'm not sure I understand the IO overhead concern if you are selecting all the columns (people.*, addresses.*) vs having rails alias all the columns (t0_r0).  The SQL is bigger, but equivalent and less ambigous","","2","2018-02-01 18:42:31","2018-02-02 15:23:11","6171","6171"
"84575014","84575014","1","31152","48786450","48786450","You did not config your SO_SNDBUF socket option. Set it to something BIG like 1MB or so, then try again...","Can't reach full line rate on two 10Gbps interfaces simultaneously","1","2018-02-14 11:46:08","2018-02-14 12:06:09","1800","28"
"84783263","84783263","0","32122","48874650","48874650","Here's some code in the playground illustrating this: https://play.golang.org/p/eeaYzqZsmOs","","2","2018-02-19 21:44:58","2018-02-20 15:49:35","379","379"
"84692498","84692498","0","32880","48843150","48843150","The speed of a download depends entirely on how fast you consume it. It doesn’t make sense to say that the problem is that the download is faster than you can procede, since that is the optimal situation.","Is there some way to stop/resume file downloading amazon S3","1","2018-02-17 15:59:59","2018-02-17 17:41:41","58650","18"
"84666819","84666819","0","33796","48819600","48819600","@Jono, `import Control.Monad.Trans (lift)` (or `liftIO` if you want to take dfeuer's suggestion)","How can I get these Haskell data types to align?","1","2018-02-16 03:19:42","2018-02-16 16:49:45","44151","4266"
"84643446","84643446","2","33796","48819600","48819600","I will leave ""why"" to a more philosophical answer.  As for how, you can use [`lift`](https://hackage.haskell.org/package/transformers-0.5.2.0/docs/Control-Monad-Trans-Class.html#v:lift) which takes actions in a base monad to actions in a transformer.  E.g. `lift (putStrLn ""hello"")` will have type `ActionT t IO ()`","How can I get these Haskell data types to align?","1","2018-02-16 03:19:42","2018-02-16 03:56:37","44151","4266"
"84552714","84552714","0","34092","48775500","48775500","Which of the two lines is slow?","Find all unpaired bluetooth devices nearby method is too slow","1","2018-02-13 20:56:33","2018-02-13 20:57:57","12380","655"
"84799152","84799152","2","34092","48895800","48895800","What if they clock in at 11pm and clock out at 4am? Is that one day or two?","Distinct days using LINQ","1","2018-02-20 23:21:07","2018-02-21 01:11:52","12380","4989"
"84145909","84145909","1","34397","48574500","48574500","Learn how to interact with the DOM and send AJAX requests.","How to get input textfield value and pass it with data-ajax-url=""@Url.Action() in cshtml","1","2018-02-02 01:41:54","2018-02-02 01:57:59","649904","13"
"84145702","84145702","0","34397","48574500","48574500","You need Javascript.","How to get input textfield value and pass it with data-ajax-url=""@Url.Action() in cshtml","1","2018-02-02 01:41:54","2018-02-02 01:44:12","649904","13"
"84290890","84290890","0","37213","48646650","48646650","Which logger?  Log4J version 1 or 2?  SLF4J?    You need more: http://docs.jboss.org/hibernate/orm/4.3/topical/html/logging/Logging","JBoss Logging in IntelliJ via Maven prints to System.error","1","2018-02-06 15:37:16","2018-02-06 15:46:02","262409","99"
"84291018","84291018","0","37213","48646650","48646650","It's bad to have no idea.  Pick one.  Add log4j version 1 to your Maven dependencies and create a log4j.xml configuration.  See if that helps.","JBoss Logging in IntelliJ via Maven prints to System.error","1","2018-02-06 15:37:16","2018-02-06 15:49:37","262409","99"
"84291905","84291905","0","37213","48646650","48646650","I do understand: I use JBOSS.  I think Logger is a wrapper around the one you choose to use.  I happen to use Log4J version 1.  You have to tell JBOSS which one you want to use.","JBoss Logging in IntelliJ via Maven prints to System.error","1","2018-02-06 15:37:16","2018-02-06 16:12:52","262409","99"
"84146111","84146111","0","40521","48574500","48574500","reload with what ? the response coming back from your ajax call ? You can use `.html` method to update the inner html of that div. Ex : `$(""#content"").html(response);` assuming `response` has some HTML markup/text content","How to get input textfield value and pass it with data-ajax-url=""@Url.Action() in cshtml","1","2018-02-02 01:41:54","2018-02-02 02:11:47","135256","13"
"84146140","84146140","0","40521","48574500","48574500","Also your `data-*` attributes are not being used anywhere in your javascript code.","How to get input textfield value and pass it with data-ajax-url=""@Url.Action() in cshtml","1","2018-02-02 01:41:54","2018-02-02 02:13:35","135256","13"
"84146230","84146230","0","40521","48574500","48574500","You can self answer","How to get input textfield value and pass it with data-ajax-url=""@Url.Action() in cshtml","1","2018-02-02 01:41:54","2018-02-02 02:20:06","135256","13"
"84418923","84418923","0","40521","48709950","48709950","what comes as `null` and where ? What is your expected behavior ?","ASP.Net MVC Upload file to database","1","2018-02-09 16:16:42","2018-02-09 16:22:40","135256","26"
"84736609","84736609","2","41316","48866250","48866250","using a list expression for side effects is very bad practice (and a huge waste of resources).","","2","2018-02-19 12:29:20","2018-02-19 12:58:09","41305","608"
"84737723","84737723","0","41316","48866250","48866250","use `list.extend` with a generator expression (=> `row.extend(int(word)) for word in words)`). Creating dozens of lists of `None` only to discard them defeats the benefices from the list comp optimizations.","","2","2018-02-19 12:29:20","2018-02-19 13:29:55","41305","608"
"84386902","84386902","0","43848","48691350","48691350","There is `--traceResolution` command line parameter for TypeScript compiler, it will generate tons of information about which modules it had tried to find and where it had found or not found them. You could try and see if there is anything obvioulsly wrong or different from the same log in another configuration.","Switched to Yarn, TypeScript failing on some deps for some people","1","2018-02-08 17:25:36","2018-02-08 20:25:46","10859","280"
"84751410","84751410","0","53897","48873150","48873150","Great.  I was wondering if core Eclipse development had completely congealed.  Only took 10 years.","","2","2018-02-19 19:45:33","2018-02-19 20:35:22","55444","55444"
"84755888","84755888","0","53897","48873150","48873150","But it is free which is a good selling point.  If you have the choice I would recommend learning both Netbeans and IntelliJ besides Eclipse.  They all have strengths and weaknesses.","","2","2018-02-19 19:45:33","2018-02-20 00:00:44","55444","55444"
"84692973","84692973","0","54467","48831750","48831750","I had the same question: https://stackoverflow.com/questions/15159118/read-a-character-from-standard-input-in-go-without-pressing-enter","Unbuffered input manager in Go?","1","2018-02-16 17:10:57","2018-02-17 18:06:22","6676","57"
"85110659","85110659","0","55020","48850200","48850200","SCD updates are just updates to existing rows and inserts of new rows, so you could use EF for it the same way as normal. But you'd need to be controlling that, EF wouldn't have anything built in to do it for you.","Can entity framework handle Type 2 slowly changing dimensions?","1","2018-02-18 09:31:58","2018-03-01 15:28:25","1381","359"
"84848524","84848524","0","59470","48915750","48915750","which products you know that support data transformations with CV without data leakage? h2o doesn't so far but Driverless AI by h2o.ai does support its transformations without data leakage, e.g. cv target-encoding. It's a separate product though.","Perform data transformation on training data inside cross validation","1","2018-02-21 21:26:00","2018-02-22 06:43:19","12195","11"
"84411893","84411893","0","60281","48705900","48705900","@BjornA.: String literals are `const` **in C++**. They are *not* in C! They are non-writeable, but their type is still just `char *`. If you enable `-Wwrite-strings`, you *make* them `const` (and the compiler will thusly emit a warning), but as far as the language standard is concerned...","C - Segmentation fault at strcpy()","1","2018-02-09 12:30:22","2018-02-09 13:16:18","45268","3"
